2009061519000,10939,Xbox_360655'Magic_Johnson678'The_Simpsons680'California711'Egypt775'Eminem1606'The_Beatles5834)]
2009061520000,9620,Xbox_360681'Egypt715'Usher_(entertainer)726'Eminem1702'The_Beatles5796)]
2009061521000,10271,Xbox_360658'PlayStation_3685'Mariah_Carey737'Egypt740'Eminem1643'The_Beatles5808)]
2009061522000,8310,Magic_Johnson598'Egypt600'Eminem1577'The_Beatles5535)]
2009061523000,8345,Xbox_360564'The_Simpsons580'Eminem1577'The_Beatles5624)]
2009061600000,10175,Xbox_360561'California578'Mariah_Carey610'The_Simpsons627'Usher_(entertainer)715'Eminem1510'The_Beatles5574)]
2009061601000,6746,Xbox_360584'Usher_(entertainer)666'The_Beatles5496)]
2009061602000,8098,Joseph_Merrick565'Usher_(entertainer)581'Eminem1325'The_Beatles5627)]
2009061603000,8692,The_Simpsons527'Xbox_360527'Usher_(entertainer)609'Eminem1334'The_Beatles5695)]
2009061604000,7407,Usher_(entertainer)580'Eminem1325'The_Beatles5502)]
2009061605000,8619,PlayStation_3446'Xbox_360450'Egypt493'Usher_(entertainer)544'Eminem1251'The_Beatles5435)]
2009061606000,7631,Usher_(entertainer)392'Xbox_360392'2009_flu_pandemic416'Eminem986'The_Beatles5445)]
2009061607000,7484,California399'Egypt400'2009_flu_pandemic448'Eminem911'The_Beatles5326)]
2009061608000,7088,Egypt475'2009_flu_pandemic527'Eminem859'The_Beatles5227)]
2009061609000,7194,2009_flu_pandemic500'Egypt575'Eminem798'The_Beatles5321)]
2009061610000,7718,Xbox_360455'2009_flu_pandemic523'Egypt545'Eminem885'The_Beatles5310)]
2009061611000,7418,2009_flu_pandemic534'Egypt620'Eminem878'The_Beatles5386)]
2009061612000,7437,Egypt568'2009_flu_pandemic627'Eminem910'The_Beatles5332)]
2009061613000,7117,Egypt602'Eminem1059'The_Beatles5456)]
2009061614000,8061,Xbox_360606'Egypt731'Eminem1172'The_Beatles5552)]
2009061615000,8260,Mariah_Carey605'Xbox_360648'Eminem1328'The_Beatles5679)]
2009061616000,8938,Egypt641'Xbox_360655'Mariah_Carey680'Eminem1367'The_Beatles5595)]
2009061617000,10532,PlayStation_3579'California636'Mariah_Carey638'Egypt725'Xbox_360740'Eminem1576'The_Beatles5638)]
2009061618000,12112,California597'PlayStation_3616'Mariah_Carey632'Usher_(entertainer)634'The_Simpsons668'Xbox_360743'Egypt821'Eminem1682'The_Beatles5719)]
2009061619000,10461,The_Simpsons604'PlayStation_3669'Mariah_Carey717'Xbox_360777'Eminem1817'The_Beatles5877)]
2009061620000,11592,The_Simpsons649'PlayStation_3655'Egypt683'Xbox_360815'Mariah_Carey973'Eminem1918'The_Beatles5899)]
2009061621000,11394,The_Simpsons658'PlayStation_3682'Xbox_360809'Mariah_Carey1256'Eminem1994'The_Beatles5995)]
2009061622000,9527,California589'Egypt597'Xbox_360790'Eminem1828'The_Beatles5723)]
2009061623000,10488,PlayStation_3584'The_Simpsons604'Xbox_360771'Mariah_Carey994'Eminem1723'The_Beatles5812)]
2009061700000,10725,Egypt560'PlayStation_3580'The_Simpsons593'Xbox_360888'Mariah_Carey904'Eminem1501'The_Beatles5699)]
2009061701000,9819,Music_genre558'Mariah_Carey839'Xbox_360979'Eminem1691'The_Beatles5752)]
2009061702000,9465,PlayStation_3548'Mariah_Carey759'Xbox_360952'Eminem1426'The_Beatles5780)]
2009061703000,9762,Mariah_Carey727'Xbox_360892'Magic_Johnson966'Eminem1441'The_Beatles5736)]
2009061704000,9069,PlayStation_3501'Mariah_Carey748'Xbox_360795'Eminem1385'The_Beatles5640)]
2009061705000,9121,PlayStation_3627'Mariah_Carey737'Xbox_360869'Eminem1293'The_Beatles5595)]
2009061706000,8372,Circumcision487'Mariah_Carey587'Xbox_360683'Eminem1149'The_Beatles5466)]
2009061707000,7357,2009_flu_pandemic398'Xbox_360589'Eminem940'The_Beatles5430)]
2009061708000,8220,Egypt404'Xbox_360413'2009_flu_pandemic434'Mariah_Carey658'Eminem875'The_Beatles5436)]
2009061709000,8004,Xbox_360440'Egypt542'Mariah_Carey641'Eminem912'The_Beatles5469)]
2009061710000,7432,Egypt527'Mariah_Carey622'Eminem830'The_Beatles5453)]
2009061711000,7365,2009_flu_pandemic548'Egypt619'Mariah_Carey672'The_Beatles5526)]
2009061712000,8348,Egypt502'2009_flu_pandemic571'Mariah_Carey778'Eminem1008'The_Beatles5489)]
2009061713000,8644,2009_flu_pandemic559'Egypt626'Mariah_Carey894'Eminem980'The_Beatles5585)]
2009061714000,8069,Mariah_Carey1114'Eminem1208'The_Beatles5747)]
2009061715000,8220,Mariah_Carey1182'Eminem1345'The_Beatles5693)]
2009061716000,9721,Xbox_360575'California661'Mariah_Carey1305'Eminem1447'The_Beatles5733)]
2009061717000,10071,PlayStation_3576'Xbox_360581'California620'Mariah_Carey905'Eminem1620'The_Beatles5769)]
2009061718000,11554,Egypt574'Akon597'Xbox_360643'California662'The_Simpsons681'Mariah_Carey850'Eminem1727'The_Beatles5820)]
2009061719000,10298,PlayStation_3598'Xbox_360635'The_Simpsons677'Mariah_Carey784'Eminem1722'The_Beatles5882)]
2009061720000,11195,The_Simpsons629'California646'Xbox_360664'Magic_Johnson709'Mariah_Carey810'Eminem1882'The_Beatles5855)]
2009061721000,9890,California636'Ronald_Reagan670'Mariah_Carey831'Eminem1824'The_Beatles5929)]
2009061722000,8956,Xbox_360642'Mariah_Carey699'Eminem1791'The_Beatles5824)]
2009061723000,8937,The_Simpsons516'Xbox_360560'Mariah_Carey680'Eminem1491'The_Beatles5690)]
2009061800000,8495,Xbox_360525'The_Simpsons553'Mariah_Carey664'Eminem1443'The_Beatles5310)]
2009061801000,7781,Xbox_360594'Mariah_Carey627'Eminem1460'The_Beatles5100)]
2009061802000,7617,Xbox_360539'Mariah_Carey624'Eminem1373'The_Beatles5081)]
2009061803000,8154,The_Simpsons535'Xbox_360590'Mariah_Carey677'Eminem1343'The_Beatles5009)]
2009061804000,7473,Xbox_360528'Mariah_Carey610'Eminem1368'The_Beatles4967)]
2009061805000,7376,California430'Paul_McCartney472'Mariah_Carey551'Eminem1223'The_Beatles4700)]
2009061806000,7439,California372'2009_flu_pandemic385'Xbox_360415'Mariah_Carey453'Eminem1045'The_Beatles4769)]
2009061807000,6394,2009_flu_pandemic376'Mariah_Carey461'Eminem903'The_Beatles4654)]
2009061808000,6387,Mariah_Carey376'2009_flu_pandemic462'Eminem857'The_Beatles4692)]
2009061809000,7186,Mariah_Carey398'Egypt515'2009_flu_pandemic694'Eminem905'The_Beatles4674)]
2009061810000,6726,Egypt553'2009_flu_pandemic647'Eminem812'The_Beatles4714)]
2009061811000,7305,Mariah_Carey465'2009_flu_pandemic647'Egypt671'Eminem863'The_Beatles4659)]
2009061812000,7568,Paul_McCartney493'Egypt654'2009_flu_pandemic708'Eminem974'The_Beatles4739)]
2009061813000,7561,Paul_McCartney518'Egypt575'2009_flu_pandemic701'Eminem1081'The_Beatles4686)]
2009061814000,9037,Mariah_Carey555'Paul_McCartney708'Egypt727'2009_flu_pandemic1002'Eminem1132'The_Beatles4913)]
2009061815000,7731,Egypt604'Mariah_Carey613'Paul_McCartney697'2009_flu_pandemic788'The_Beatles5029)]
2009061816000,9076,Mariah_Carey612'Egypt614'2009_flu_pandemic727'Paul_McCartney746'Eminem1489'The_Beatles4888)]
2009061817000,9096,The_Simpsons590'Egypt615'Xbox_360634'2009_flu_pandemic686'Mariah_Carey766'Paul_McCartney803'The_Beatles5002)]
2009061818000,9848,2009_flu_pandemic624'Xbox_360626'The_Simpsons627'Egypt633'Mariah_Carey815'Eminem1611'The_Beatles4912)]
2009061819000,9971,The_Simpsons585'California593'Xbox_360651'Mariah_Carey768'Egypt946'Eminem1784'The_Beatles4644)]
2009061820000,10885,The_Simpsons594'Xbox_360601'PlayStation_3628'Mariah_Carey640'Paul_McCartney716'Egypt1167'Eminem1632'The_Beatles4907)]
2009061821000,11545,PlayStation_3588'California605'Paul_McCartney670'Xbox_360675'Mariah_Carey784'Egypt1528'Eminem1722'The_Beatles4973)]
2009061822000,9840,The_Simpsons584'Paul_McCartney617'Xbox_360619'Mariah_Carey655'Egypt931'Eminem1578'The_Beatles4856)]
2009061823000,10623,PlayStation_3508'2009_flu_pandemic554'The_Simpsons556'Paul_McCartney604'Xbox_360618'Egypt774'Mariah_Carey824'Eminem1422'The_Beatles4763)]
2009061900000,9909,Paul_McCartney538'2009_flu_pandemic546'Egypt560'The_Simpsons567'Mariah_Carey585'Xbox_360643'Eminem1412'The_Beatles5058)]
2009061901000,8825,Mariah_Carey530'Egypt540'Paul_McCartney606'Xbox_360632'Eminem1351'The_Beatles5166)]
2009061902000,10323,Mariah_Carey492'Paul_McCartney494'2009_flu_pandemic501'PlayStation_3501'Egypt516'Circumcision538'Xbox_360548'Eminem1352'The_Beatles5381)]
2009061903000,9389,Egypt467'2009_flu_pandemic511'Paul_McCartney554'Xbox_360579'Mariah_Carey690'Eminem1299'The_Beatles5289)]
2009061904000,8488,Egypt487'Mariah_Carey513'2009_flu_pandemic521'Xbox_360568'Eminem1154'The_Beatles5245)]
2009061905000,8858,Paul_McCartney417'Circumcision430'Egypt439'Xbox_360456'Mariah_Carey549'2009_flu_pandemic557'Eminem1164'The_Beatles4846)]
2009061906000,7025,Xbox_360388'Mariah_Carey409'2009_flu_pandemic476'Eminem942'The_Beatles4810)]
2009061907000,6500,Egypt372'2009_flu_pandemic500'Eminem821'The_Beatles4807)]
2009061908000,6313,Egypt444'2009_flu_pandemic477'Eminem773'The_Beatles4619)]
2009061909000,7044,Xbox_360401'Egypt519'2009_flu_pandemic582'Eminem826'The_Beatles4716)]
2009061910000,7056,Xbox_360433'Egypt541'2009_flu_pandemic685'Eminem797'The_Beatles4600)]
2009061911000,6656,Egypt565'2009_flu_pandemic613'Eminem753'The_Beatles4725)]
2009061912000,6336,2009_flu_pandemic691'Eminem776'The_Beatles4869)]
2009061913000,6836,Egypt555'2009_flu_pandemic625'Eminem899'The_Beatles4757)]
2009061914000,7682,Xbox_360541'2009_flu_pandemic606'Egypt640'Eminem1190'The_Beatles4705)]
2009061915000,7952,Egypt558'Xbox_360597'2009_flu_pandemic885'Eminem1142'The_Beatles4770)]
2009061916000,8025,Egypt561'Xbox_360595'2009_flu_pandemic826'Eminem1158'The_Beatles4885)]
2009061917000,9496,Mariah_Carey526'Egypt528'PlayStation_3546'Xbox_360648'2009_flu_pandemic884'Eminem1350'The_Beatles5014)]
2009061918000,8774,Mariah_Carey544'The_Simpsons554'Xbox_360579'2009_flu_pandemic732'Eminem1387'The_Beatles4978)]
2009061919000,10764,California544'Egypt560'The_Simpsons568'PlayStation_3577'Mariah_Carey649'Xbox_360651'2009_flu_pandemic673'Eminem1539'The_Beatles5003)]
2009061920000,9580,The_Simpsons570'PlayStation_3580'2009_flu_pandemic641'Mariah_Carey663'Xbox_360704'Eminem1388'The_Beatles5034)]
2009061921000,9785,PlayStation_3575'The_Simpsons602'Mariah_Carey659'2009_flu_pandemic675'Xbox_360715'Eminem1508'The_Beatles5051)]
2009061922000,8581,PlayStation_3536'The_Simpsons563'Xbox_360645'2009_flu_pandemic671'Eminem1283'The_Beatles4883)]
2009061923000,8916,Mariah_Carey485'PlayStation_3514'The_Simpsons534'Xbox_360563'2009_flu_pandemic592'Eminem1263'The_Beatles4965)]
2009062000000,9040,Circumcision433'PlayStation_3434'Mariah_Carey479'The_Simpsons489'Xbox_360516'2009_flu_pandemic627'Eminem1159'The_Beatles4903)]
2009062001000,8973,California393'Mariah_Carey411'PlayStation_3447'Xbox_360463'George_Lopez586'2009_flu_pandemic622'Eminem1122'The_Beatles4929)]
2009062002000,9083,The_Simpsons409'PlayStation_3435'Mariah_Carey473'Xbox_360478'George_Lopez590'2009_flu_pandemic654'Eminem1168'The_Beatles4876)]
2009062003000,12654,Katherine_Jackson425'Mariah_Carey438'The_Simpsons442'Janet_Jackson456'Jackie_Jackson483'Xbox_360487'Jackson_family579'Martin_Scorsese584'George_Lopez619'2009_flu_pandemic622'Eminem1173'The_Jackson_51271'The_Beatles5075)]
2009062004000,14964,The_Simpsons449'Xbox_360465'George_Lopez472'Katherine_Jackson499'Tito_Jackson528'2009_flu_pandemic549'Jackie_Jackson553'Mariah_Carey559'Martin_Scorsese566'Janet_Jackson570'Rebbie_Jackson656'Jermaine_Jackson741'Jackson_family766'Eminem1157'The_Jackson_51438'The_Beatles4996)]
2009062005000,16594,PlayStation_3406'Xbox_360409'The_Jacksons:_An_American_Dream424'Mariah_Carey433'Rebbie_Jackson473'Katherine_Jackson552'2009_flu_pandemic567'Janet_Jackson570'Marlon_Jackson578'Jackson_family629'Jackie_Jackson668'Tito_Jackson1013'Eminem1164'Jermaine_Jackson1818'The_Jackson_51890'The_Beatles5000)]
2009062006000,13527,The_Jacksons:_An_American_Dream423'George_Lopez437'Rebbie_Jackson442'Marlon_Jackson464'Tito_Jackson479'2009_flu_pandemic504'Jackson_family504'Jackie_Jackson507'Janet_Jackson545'Jermaine_Jackson788'Katherine_Jackson896'Eminem1038'The_Jackson_51459'The_Beatles5041)]
2009062007000,6695,Jermaine_Jackson346'2009_flu_pandemic540'Eminem946'The_Beatles4863)]
2009062008000,5961,Akon339'The_Jackson_5394'2009_flu_pandemic521'The_Beatles4707)]
2009062009000,6287,Xbox_360376'2009_flu_pandemic473'Eminem742'The_Beatles4696)]
2009062010000,6871,Egypt437'Macaulay_Culkin498'2009_flu_pandemic532'Eminem689'The_Beatles4715)]
2009062011000,6867,Egypt364'2009_flu_pandemic524'Macaulay_Culkin615'Eminem694'The_Beatles4670)]
2009062012000,6744,Xbox_360401'Macaulay_Culkin522'2009_flu_pandemic554'Eminem749'The_Beatles4518)]
2009062013000,6098,2009_flu_pandemic589'Eminem862'The_Beatles4647)]
2009062014000,6759,Egypt451'2009_flu_pandemic620'Eminem972'The_Beatles4716)]
2009062015000,7784,The_Simpsons493'Xbox_360522'2009_flu_pandemic695'Eminem1234'The_Beatles4840)]
2009062016000,8105,PlayStation_3511'Xbox_360543'2009_flu_pandemic664'Eminem1318'The_Beatles5069)]
2009062017000,8079,Mariah_Carey530'Xbox_360613'2009_flu_pandemic620'Eminem1367'The_Beatles4949)]
2009062018000,10136,Akon507'Egypt511'PlayStation_3537'The_Simpsons559'Mariah_Carey565'2009_flu_pandemic593'Xbox_360616'Eminem1335'The_Beatles4913)]
2009062019000,9616,2009_flu_pandemic514'Mariah_Carey536'The_Jackson_5614'Xbox_360646'The_Simpsons658'Eminem1511'The_Beatles5137)]
2009062020000,11671,Janet_Jackson547'Mariah_Carey559'2009_flu_pandemic591'Jackson_family609'Xbox_360647'The_Simpsons656'Eminem1446'The_Jackson_51478'The_Beatles5138)]
2009062021000,15882,2009_flu_pandemic555'PlayStation_3563'Xbox_360578'Janet_Jackson607'Mariah_Carey633'Katherine_Jackson654'Tito_Jackson666'Jackie_Jackson710'Rebbie_Jackson759'Jackson_family796'Jermaine_Jackson924'Eminem1376'The_Jackson_51829'The_Beatles5232)]
2009062022000,21412,PlayStation_3510'Xbox_360603'Rebbie_Jackson637'Mariah_Carey666'Jackson_family682'Janet_Jackson682'Katherine_Jackson721'Marlon_Jackson805'Jackie_Jackson949'Tito_Jackson1333'Eminem1358'Macaulay_Culkin2318'Jermaine_Jackson2335'The_Jackson_52659'The_Beatles5154)]
2009062023000,19980,The_Simpsons472'PlayStation_3486'La_Toya_Jackson487'2009_flu_pandemic491'Mariah_Carey518'The_Jacksons:_An_American_Dream532'Rebbie_Jackson670'Marlon_Jackson726'Janet_Jackson737'Tito_Jackson789'Jackie_Jackson807'Jackson_family858'Macaulay_Culkin1074'Jermaine_Jackson1240'Katherine_Jackson1315'Eminem1345'The_Jackson_52393'The_Beatles5040)]
2009062100000,14210,Macaulay_Culkin450'2009_flu_pandemic451'PlayStation_3456'Marlon_Jackson464'Jackson_family486'Janet_Jackson490'The_Simpsons491'Katherine_Jackson504'Mariah_Carey513'Jackie_Jackson529'Tito_Jackson559'Xbox_360577'Jermaine_Jackson790'Eminem1157'The_Jackson_51317'The_Beatles4976)]
2009062101000,10049,2009_flu_pandemic441'Mariah_Carey488'Macaulay_Culkin492'Xbox_360508'The_Simpsons534'Jermaine_Jackson602'The_Jackson_5777'Eminem1159'The_Beatles5048)]
2009062102000,9464,PlayStation_3451'The_Simpsons479'Xbox_360524'Mariah_Carey525'2009_flu_pandemic569'The_Jackson_5668'Eminem1133'The_Beatles5115)]
2009062103000,8579,2009_flu_pandemic487'Xbox_360488'The_Simpsons500'Mariah_Carey501'The_Jackson_5518'Eminem1104'The_Beatles4981)]
2009062104000,8566,The_Simpsons472'Mariah_Carey477'PlayStation_3478'Xbox_360482'2009_flu_pandemic521'Eminem1156'The_Beatles4980)]
2009062105000,7517,Xbox_360454'2009_flu_pandemic514'Mariah_Carey534'Eminem1090'The_Beatles4925)]
2009062106000,7497,Xbox_360435'2009_flu_pandemic499'Mariah_Carey724'Eminem1027'The_Beatles4812)]
2009062107000,6664,2009_flu_pandemic491'Mariah_Carey544'Eminem934'The_Beatles4695)]
2009062108000,6117,2009_flu_pandemic505'Eminem757'The_Beatles4855)]
2009062109000,7348,Xbox_360375'Egypt376'Mariah_Carey384'2009_flu_pandemic537'Eminem687'The_Beatles4989)]
2009062110000,6125,2009_flu_pandemic521'Eminem750'The_Beatles4854)]
2009062111000,6202,2009_flu_pandemic573'Eminem716'The_Beatles4913)]
2009062112000,6249,2009_flu_pandemic609'Eminem751'The_Beatles4889)]
2009062113000,6844,Eminem774'The_Beatles6070)]
2009062114000,7674,2009_flu_pandemic712'Eminem943'The_Beatles6019)]
2009062115000,7808,2009_flu_pandemic752'Eminem965'The_Beatles6091)]
2009062116000,9510,Xbox_360537'The_Simpsons562'Egypt575'2009_flu_pandemic679'Eminem1132'The_Beatles6025)]
2009062117000,9919,PlayStation_3524'Mariah_Carey531'The_Simpsons537'2009_flu_pandemic661'Eminem1209'The_Beatles6457)]
2009062118000,10259,Mariah_Carey542'Egypt546'The_Simpsons586'Xbox_360607'2009_flu_pandemic640'Eminem1317'The_Beatles6021)]
2009062119000,8891,Xbox_360612'Egypt651'Eminem1387'The_Beatles6241)]
2009062120000,9044,Xbox_360629'Egypt740'Eminem1385'The_Beatles6290)]
2009062121000,9002,Xbox_360627'Egypt723'Eminem1386'The_Beatles6266)]
2009062122000,8668,Egypt639'Xbox_360706'Eminem1245'The_Beatles6078)]
2009062123000,9792,2009_flu_pandemic515'Egypt530'The_Simpsons597'Xbox_360669'Eminem1333'The_Beatles6148)]
2009062200000,9539,Mariah_Carey517'2009_flu_pandemic521'PlayStation_3566'Xbox_360673'Eminem1254'The_Beatles6008)]
2009062201000,12706,PlayStation_3514'2009_flu_pandemic611'Xbox_360616'Jeffrey_Daniel803'The_Simpsons859'Eminem1212'Shalamar2046'The_Beatles6045)]
2009062202000,9928,Mariah_Carey535'Xbox_360612'2009_flu_pandemic654'Shalamar795'Eminem1221'The_Beatles6111)]
2009062203000,8698,Xbox_360588'2009_flu_pandemic731'Eminem1310'The_Beatles6069)]
2009062204000,10803,Jeffrey_Daniel575'Xbox_360597'2009_flu_pandemic631'Shalamar1463'Eminem1510'The_Beatles6027)]
2009062205000,9485,Shalamar533'Macaulay_Culkin558'Xbox_360571'2009_flu_pandemic686'Eminem1230'The_Beatles5907)]
2009062206000,8639,Macaulay_Culkin457'Xbox_360487'2009_flu_pandemic618'Eminem1081'The_Beatles5996)]
2009062207000,7373,2009_flu_pandemic620'Eminem948'The_Beatles5805)]
2009062208000,8083,Egypt427'Xbox_360429'2009_flu_pandemic654'Eminem827'The_Beatles5746)]
2009062209000,8188,Egypt537'2009_flu_pandemic801'Eminem823'The_Beatles6027)]
2009062210000,8538,Egypt582'2009_flu_pandemic794'Eminem797'The_Beatles6365)]
2009062211000,8837,Egypt665'Eminem824'2009_flu_pandemic894'The_Beatles6454)]
2009062212000,7134,Egypt636'The_Beatles6498)]
2009062213000,8256,Eminem886'2009_flu_pandemic945'The_Beatles6425)]
2009062214000,9551,Egypt818'2009_flu_pandemic1016'Eminem1074'The_Beatles6643)]
2009062215000,9543,Will.i.am869'2009_flu_pandemic983'Eminem1160'The_Beatles6531)]
2009062216000,10345,2009_flu_pandemic895'Eminem1297'Will.i.am1375'The_Beatles6778)]
2009062217000,11268,Xbox_360685'2009_flu_pandemic808'Eminem1377'Will.i.am1485'The_Beatles6913)]
2009062218000,13315,California620'Xbox_360637'Egypt644'The_Simpsons744'2009_flu_pandemic779'Eminem1472'Will.i.am1675'The_Beatles6744)]
2009062219000,13034,PlayStation_3635'Egypt674'2009_flu_pandemic678'Xbox_360730'Eminem1526'Will.i.am2053'The_Beatles6738)]
2009062220000,11309,2009_flu_pandemic681'The_Simpsons691'Xbox_360715'Eminem1722'Will.i.am2036'The_Beatles5464)]
2009062221000,9792,2009_flu_pandemic677'Xbox_360691'Eminem1596'Will.i.am1726'The_Beatles5102)]
2009062222000,10849,Mariah_Carey600'PlayStation_3602'2009_flu_pandemic648'Xbox_360651'Eminem1577'Will.i.am1581'The_Beatles5190)]
2009062223000,10129,The_Simpsons563'Xbox_360586'Mariah_Carey630'Eminem1480'Will.i.am1816'The_Beatles5054)]
2009062300000,10778,2009_flu_pandemic565'Xbox_360565'The_Simpsons577'Akon582'Mariah_Carey595'Eminem1270'Will.i.am1528'The_Beatles5096)]
2009062301000,8628,Xbox_360551'2009_flu_pandemic619'Eminem1233'Will.i.am1233'The_Beatles4992)]
2009062302000,8386,The_Simpsons535'2009_flu_pandemic649'Will.i.am1105'Eminem1145'The_Beatles4952)]
2009062303000,8144,2009_flu_pandemic667'Will.i.am1060'Eminem1185'The_Beatles5232)]
2009062304000,7799,2009_flu_pandemic603'Will.i.am1048'Eminem1165'The_Beatles4983)]
2009062305000,8550,Xbox_360477'Mariah_Carey502'2009_flu_pandemic572'Will.i.am914'Eminem1165'The_Beatles4920)]
2009062306000,8407,Xbox_360460'2009_flu_pandemic559'Mariah_Carey733'Will.i.am765'Eminem1013'The_Beatles4877)]
2009062307000,6672,2009_flu_pandemic615'Will.i.am623'Eminem846'The_Beatles4588)]
2009062308000,7039,Egypt425'Will.i.am536'2009_flu_pandemic607'Eminem791'The_Beatles4680)]
2009062309000,6213,Egypt573'Eminem769'The_Beatles4871)]
2009062310000,6669,Egypt548'2009_flu_pandemic658'Eminem734'The_Beatles4729)]
2009062311000,6809,Egypt608'2009_flu_pandemic658'Eminem798'The_Beatles4745)]
2009062312000,7645,Egypt581'Will.i.am621'2009_flu_pandemic772'Eminem902'The_Beatles4769)]
2009062313000,7035,Will.i.am736'2009_flu_pandemic777'Eminem787'The_Beatles4735)]
2009062314000,7873,2009_flu_pandemic834'Will.i.am954'Eminem1047'The_Beatles5038)]
2009062315000,8477,Mariah_Carey649'2009_flu_pandemic714'Eminem1045'Will.i.am1254'The_Beatles4815)]
2009062316000,7469,Akon643'2009_flu_pandemic702'Eminem1182'The_Beatles4942)]
2009062317000,8863,2009_flu_pandemic601'Mariah_Carey681'Eminem1242'Will.i.am1460'The_Beatles4879)]
2009062318000,9102,PlayStation_3583'Xbox_360610'Mariah_Carey664'Will.i.am1182'Eminem1354'The_Beatles4709)]
2009062319000,9948,Xbox_360661'Akon667'The_Simpsons711'Shakira718'Will.i.am1348'Eminem1517'The_Beatles4326)]
2009062320000,8609,Xbox_360636'The_Simpsons683'Will.i.am1312'Eminem1488'The_Beatles4490)]
